sales_id,order_id,date,date_id,customer_id,product_id,region_id,quantity,unit_price,unit_cost,discount,revenue,cost,profit
75,ORD-000075,2024-03-20,20240320,3,103,4,2,350.0,200.0,0.05,665.0,400.0,265.0
76,ORD-000076,2024-03-20,20240320,4,103,1,8,350.0,200.0,0.05,2660.0,1600.0,1060.0
77,ORD-000077,2024-03-20,20240320,1,104,2,2,700.0,400.0,0.05,1330.0,800.0,530.0
78,ORD-000078,2024-03-20,20240320,2,104,3,6,700.0,400.0,0.05,3990.0,2400.0,1590.0
79,ORD-000079,2024-03-20,20240320,3,104,4,5,700.0,400.0,0.05,3325.0,2000.0,1325.0
80,ORD-000080,2024-03-20,20240320,4,104,1,2,700.0,400.0,0.05,1330.0,800.0,530.0
81,ORD-000081,2024-03-20,20240320,1,105,2,7,200.0,40.0,0.05,1330.0,280.0,1050.0
82,ORD-000082,2024-03-20,20240320,2,105,3,7,200.0,40.0,0.05,1330.0,280.0,1050.0
83,ORD-000083,2024-03-20,20240320,3,105,4,9,200.0,40.0,0.05,1710.0,360.0,1350.0
84,ORD-000084,2024-03-20,20240320,4,105,1,6,200.0,40.0,0.05,1140.0,240.0,900.0
85,ORD-000085,2024-03-20,20240320,1,106,2,3,999.0,600.0,0.05,2847.15,1800.0,1047.15
86,ORD-000086,2024-03-20,20240320,2,106,3,4,999.0,600.0,0.05,3796.2,2400.0,1396.2
87,ORD-000087,2024-03-20,20240320,3,106,4,7,999.0,600.0,0.05,6643.35,4200.0,2443.35
88,ORD-000088,2024-03-20,20240320,4,106,1,5,999.0,600.0,0.05,4745.25,3000.0,1745.25
89,ORD-000089,2024-03-20,20240320,1,107,2,6,120.0,50.0,0.05,684.0,300.0,384.0
90,ORD-000090,2024-03-20,20240320,2,107,3,2,120.0,50.0,0.05,228.0,100.0,128.0
91,ORD-000091,2024-03-20,20240320,3,107,4,9,120.0,50.0,0.05,1026.0,450.0,576.0
92,ORD-000092,2024-03-20,20240320,4,107,1,6,120.0,50.0,0.05,684.0,300.0,384.0
93,ORD-000093,2024-03-20,20240320,1,108,2,3,250.0,120.0,0.05,712.5,360.0,352.5
94,ORD-000094,2024-03-20,20240320,2,108,3,9,250.0,120.0,0.05,2137.5,1080.0,1057.5
95,ORD-000095,2024-03-20,20240320,3,108,4,2,250.0,120.0,0.05,475.0,240.0,235.0
96,ORD-000096,2024-03-20,20240320,4,108,1,8,250.0,120.0,0.05,1900.0,960.0,940.0
97,ORD-000097,2024-04-12,20240412,1,101,2,7,1200.0,800.0,0.05,7980.0,5600.0,2380.0
98,ORD-000098,2024-04-12,20240412,2,101,3,7,1200.0,800.0,0.05,7980.0,5600.0,2380.0
99,ORD-000099,2024-04-12,20240412,3,101,4,6,1200.0,800.0,0.05,6840.0,4800.0,2040.0
100,ORD-000100,2024-04-12,20240412,4,101,1,2,1200.0,800.0,0.05,2280.0,1600.0,680.0
101,ORD-000101,2024-04-12,20240412,1,102,2,4,600.0,360.0,0.05,2280.0,1440.0,840.0
102,ORD-000102,2024-04-12,20240412,2,102,3,7,600.0,360.0,0.05,3990.0,2520.0,1470.0
103,ORD-000103,2024-04-12,20240412,3,102,4,8,600.0,360.0,0.05,4560.0,2880.0,1680.0
104,ORD-000104,2024-04-12,20240412,4,102,1,7,600.0,360.0,0.05,3990.0,2520.0,1470.0
105,ORD-000105,2024-04-12,20240412,1,103,2,8,350.0,200.0,0.05,2660.0,1600.0,1060.0
106,ORD-000106,2024-04-12,20240412,2,103,3,9,350.0,200.0,0.05,2992.5,1800.0,1192.5
107,ORD-000107,2024-04-12,20240412,3,103,4,3,350.0,200.0,0.05,997.5,600.0,397.5
108,ORD-000108,2024-04-12,20240412,4,103,1,7,350.0,200.0,0.05,2327.5,1400.0,927.5
109,ORD-000109,2024-04-12,20240412,1,104,2,4,700.0,400.0,0.05,2660.0,1600.0,1060.0
110,ORD-000110,2024-04-12,20240412,2,104,3,4,700.0,400.0,0.05,2660.0,1600.0,1060.0
111,ORD-000111,2024-04-12,20240412,3,104,4,8,700.0,400.0,0.05,5320.0,3200.0,2120.0
112,ORD-000112,2024-04-12,20240412,4,104,1,4,700.0,400.0,0.05,2660.0,1600.0,1060.0
113,ORD-000113,2024-04-12,20240412,1,105,2,3,200.0,40.0,0.05,570.0,120.0,450.0
114,ORD-000114,2024-04-12,20240412,2,105,3,2,200.0,40.0,0.05,380.0,80.0,300.0
115,ORD-000115,2024-04-12,20240412,3,105,4,9,200.0,40.0,0.05,1710.0,360.0,1350.0
116,ORD-000116,2024-04-12,20240412,4,105,1,6,200.0,40.0,0.05,1140.0,240.0,900.0
117,ORD-000117,2024-04-12,20240412,1,106,2,7,999.0,600.0,0.05,6643.35,4200.0,2443.35
118,ORD-000118,2024-04-12,20240412,2,106,3,9,999.0,600.0,0.05,8541.45,5400.0,3141.45
119,ORD-000119,2024-04-12,20240412,3,106,4,8,999.0,600.0,0.05,7592.4,4800.0,2792.4
120,ORD-000120,2024-04-12,20240412,4,106,1,2,999.0,600.0,0.05,1898.1,1200.0,698.1
121,ORD-000121,2024-04-12,20240412,1,107,2,7,120.0,50.0,0.05,798.0,350.0,448.0
122,ORD-000122,2024-04-12,20240412,2,107,3,5,120.0,50.0,0.05,570.0,250.0,320.0
123,ORD-000123,2024-04-12,20240412,3,107,4,6,120.0,50.0,0.05,684.0,300.0,384.0
124,ORD-000124,2024-04-12,20240412,4,107,1,9,120.0,50.0,0.05,1026.0,450.0,576.0
125,ORD-000125,2024-04-12,20240412,1,108,2,4,250.0,120.0,0.05,950.0,480.0,470.0
126,ORD-000126,2024-04-12,20240412,2,108,3,9,250.0,120.0,0.05,2137.5,1080.0,1057.5
127,ORD-000127,2024-04-12,20240412,3,108,4,2,250.0,120.0,0.05,475.0,240.0,235.0
128,ORD-000128,2024-04-12,20240412,4,108,1,7,250.0,120.0,0.05,1662.5,840.0,822.5
129,ORD-000129,2024-05-25,20240525,1,101,2,5,1200.0,800.0,0.05,5700.0,4000.0,1700.0
130,ORD-000130,2024-05-25,20240525,2,101,3,7,1200.0,800.0,0.05,7980.0,5600.0,2380.0
131,ORD-000131,2024-05-25,20240525,3,101,4,6,1200.0,800.0,0.05,6840.0,4800.0,2040.0
132,ORD-000132,2024-05-25,20240525,4,101,1,8,1200.0,800.0,0.05,9120.0,6400.0,2720.0
133,ORD-000133,2024-05-25,20240525,1,102,2,7,600.0,360.0,0.05,3990.0,2520.0,1470.0
134,ORD-000134,2024-05-25,20240525,2,102,3,6,600.0,360.0,0.05,3420.0,2160.0,1260.0
135,ORD-000135,2024-05-25,20240525,3,102,4,4,600.0,360.0,0.05,2280.0,1440.0,840.0
136,ORD-000136,2024-05-25,20240525,4,102,1,5,600.0,360.0,0.05,2850.0,1800.0,1050.0
137,ORD-000137,2024-05-25,20240525,1,103,2,6,350.0,200.0,0.05,1995.0,1200.0,795.0
138,ORD-000138,2024-05-25,20240525,2,103,3,2,350.0,200.0,0.05,665.0,400.0,265.0
139,ORD-000139,2024-05-25,20240525,3,103,4,8,350.0,200.0,0.05,2660.0,1600.0,1060.0
140,ORD-000140,2024-05-25,20240525,4,103,1,3,350.0,200.0,0.05,997.5,600.0,397.5
141,ORD-000141,2024-05-25,20240525,1,104,2,9,700.0,400.0,0.05,5985.0,3600.0,2385.0
142,ORD-000142,2024-05-25,20240525,2,104,3,5,700.0,400.0,0.05,3325.0,2000.0,1325.0
143,ORD-000143,2024-05-25,20240525,3,104,4,4,700.0,400.0,0.05,2660.0,1600.0,1060.0
144,ORD-000144,2024-05-25,20240525,4,104,1,5,700.0,400.0,0.05,3325.0,2000.0,1325.0
145,ORD-000145,2024-05-25,20240525,1,105,2,3,200.0,40.0,0.05,570.0,120.0,450.0
146,ORD-000146,2024-05-25,20240525,2,105,3,4,200.0,40.0,0.05,760.0,160.0,600.0
147,ORD-000147,2024-05-25,20240525,3,105,4,3,200.0,40.0,0.05,570.0,120.0,450.0
148,ORD-000148,2024-05-25,20240525,4,105,1,2,200.0,40.0,0.05,380.0,80.0,300.0
149,ORD-000149,2024-05-25,20240525,1,106,2,6,999.0,600.0,0.05,5694.3,3600.0,2094.3
150,ORD-000150,2024-05-25,20240525,2,106,3,6,999.0,600.0,0.05,5694.3,3600.0,2094.3
151,ORD-000151,2024-05-25,20240525,3,106,4,5,999.0,600.0,0.05,4745.25,3000.0,1745.25
152,ORD-000152,2024-05-25,20240525,4,106,1,4,999.0,600.0,0.05,3796.2,2400.0,1396.2
153,ORD-000153,2024-05-25,20240525,1,107,2,9,120.0,50.0,0.05,1026.0,450.0,576.0
154,ORD-000154,2024-05-25,20240525,2,107,3,2,120.0,50.0,0.05,228.0,100.0,128.0
155,ORD-000155,2024-05-25,20240525,3,107,4,4,120.0,50.0,0.05,456.0,200.0,256.0
156,ORD-000156,2024-05-25,20240525,4,107,1,8,120.0,50.0,0.05,912.0,400.0,512.0
157,ORD-000157,2024-05-25,20240525,1,108,2,9,250.0,120.0,0.05,2137.5,1080.0,1057.5
158,ORD-000158,2024-05-25,20240525,2,108,3,8,250.0,120.0,0.05,1900.0,960.0,940.0
159,ORD-000159,2024-05-25,20240525,3,108,4,2,250.0,120.0,0.05,475.0,240.0,235.0
160,ORD-000160,2024-05-25,20240525,4,108,1,6,250.0,120.0,0.05,1425.0,720.0,705.0
161,ORD-000161,2024-06-30,20240630,1,101,2,4,1200.0,800.0,0.05,4560.0,3200.0,1360.0
162,ORD-000162,2024-06-30,20240630,2,101,3,6,1200.0,800.0,0.05,6840.0,4800.0,2040.0
163,ORD-000163,2024-06-30,20240630,3,101,4,4,1200.0,800.0,0.05,4560.0,3200.0,1360.0
164,ORD-000164,2024-06-30,20240630,4,101,1,2,1200.0,800.0,0.05,2280.0,1600.0,680.0
165,ORD-000165,2024-06-30,20240630,1,102,2,7,600.0,360.0,0.05,3990.0,2520.0,1470.0
166,ORD-000166,2024-06-30,20240630,2,102,3,9,600.0,360.0,0.05,5130.0,3240.0,1890.0
167,ORD-000167,2024-06-30,20240630,3,102,4,5,600.0,360.0,0.05,2850.0,1800.0,1050.0
168,ORD-000168,2024-06-30,20240630,4,102,1,7,600.0,360.0,0.05,3990.0,2520.0,1470.0
169,ORD-000169,2024-06-30,20240630,1,103,2,4,350.0,200.0,0.05,1330.0,800.0,530.0
170,ORD-000170,2024-06-30,20240630,2,103,3,8,350.0,200.0,0.05,2660.0,1600.0,1060.0
171,ORD-000171,2024-06-30,20240630,3,103,4,2,350.0,200.0,0.05,665.0,400.0,265.0
172,ORD-000172,2024-06-30,20240630,4,103,1,2,350.0,200.0,0.05,665.0,400.0,265.0
173,ORD-000173,2024-06-30,20240630,1,104,2,6,700.0,400.0,0.05,3990.0,2400.0,1590.0
174,ORD-000174,2024-06-30,20240630,2,104,3,4,700.0,400.0,0.05,2660.0,1600.0,1060.0
175,ORD-000175,2024-06-30,20240630,3,104,4,2,700.0,400.0,0.05,1330.0,800.0,530.0
176,ORD-000176,2024-06-30,20240630,4,104,1,7,700.0,400.0,0.05,4655.0,2800.0,1855.0
177,ORD-000177,2024-06-30,20240630,1,105,2,3,200.0,40.0,0.05,570.0,120.0,450.0
178,ORD-000178,2024-06-30,20240630,2,105,3,5,200.0,40.0,0.05,950.0,200.0,750.0
179,ORD-000179,2024-06-30,20240630,3,105,4,3,200.0,40.0,0.05,570.0,120.0,450.0
180,ORD-000180,2024-06-30,20240630,4,105,1,5,200.0,40.0,0.05,950.0,200.0,750.0
181,ORD-000181,2024-06-30,20240630,1,106,2,9,999.0,600.0,0.05,8541.45,5400.0,3141.45
182,ORD-000182,2024-06-30,20240630,2,106,3,6,999.0,600.0,0.05,5694.3,3600.0,2094.3
183,ORD-000183,2024-06-30,20240630,3,106,4,7,999.0,600.0,0.05,6643.35,4200.0,2443.35
184,ORD-000184,2024-06-30,20240630,4,106,1,4,999.0,600.0,0.05,3796.2,2400.0,1396.2
185,ORD-000185,2024-06-30,20240630,1,107,2,4,120.0,50.0,0.05,456.0,200.0,256.0
186,ORD-000186,2024-06-30,20240630,2,107,3,7,120.0,50.0,0.05,798.0,350.0,448.0
187,ORD-000187,2024-06-30,20240630,3,107,4,7,120.0,50.0,0.05,798.0,350.0,448.0
188,ORD-000188,2024-06-30,20240630,4,107,1,8,120.0,50.0,0.05,912.0,400.0,512.0
189,ORD-000189,2024-06-30,20240630,1,108,2,2,250.0,120.0,0.05,475.0,240.0,235.0
190,ORD-000190,2024-06-30,20240630,2,108,3,9,250.0,120.0,0.05,2137.5,1080.0,1057.5
191,ORD-000191,2024-06-30,20240630,3,108,4,7,250.0,120.0,0.05,1662.5,840.0,822.5
192,ORD-000192,2024-06-30,20240630,4,108,1,5,250.0,120.0,0.05,1187.5,600.0,587.5
